time h A h_sea a Q_f W_Dir W_Vel
267.96 0.45 221605000 -0.050 13.000 152.636 140 2.0
268 0.42 224074000 -0.260 9.000 152.404 130 1.0
268.04 0.43 223251000 -0.230 9.000 152.172 160 3.0
268.08 0.43 223251000 -0.070 9.000 151.941 180 2.0
268.12 0.42 224074000 0.010 9.000 151.709 210 2.0
268.16 0.42 224074000 0.130 13.000 151.477 200 2.0
268.2 0.41 224897000 0.390 13.000 151.245 250 5.0
268.24 0.42 224074000 0.600 1.000 151.013 240 6.0
268.28 0.40 225720000 0.720 1.000 150.354 240 9.0
268.32 0.42 224074000 0.710 1.000 149.695 220 7.0
268.36 0.40 225720000 0.600 1.000 149.036 200 6.0
268.4 0.43 223251000 0.460 1.000 148.377 180 7.0
268.44 0.42 224074000 0.190 13.000 147.718 180 7.0
268.48 0.43 223251000 -0.040 1.000 147.059 150 7.0
268.52 0.44 222428000 -0.140 1.000 146.400 170 6.0
268.56 0.42 224074000 -0.010 9.000 145.741 270 7.0
268.6 0.43 223251000 0.130 1.000 145.082 260 9.0
268.64 0.43 223251000 0.170 13.000 144.423 290 10.0
268.68 0.39 226543000 0.340 13.000 143.764 290 10.0
268.72 0.40 225720000 0.570 1.000 143.105 290 10.0
268.76 0.39 226543000 0.750 1.000 142.447 290 9.0
268.8 0.38 227366000 0.750 1.000 141.788 280 10.0
268.84 0.41 224897000 0.660 1.000 141.129 260 7.0
268.88 0.42 224074000 0.570 1.000 140.470 250 8.0
268.92 0.41 224897000 0.420 1.000 139.811 240 8.0
268.96 0.42 224074000 0.210 13.000 139.152 220 8.0
269 0.41 224897000 0.050 13.000 138.493 230 10.0
269.04 0.42 224074000 0.140 13.000 137.834 260 10.0
269.08 0.40 225720000 0.310 13.000 137.175 290 7.0
269.12 0.41 224897000 0.310 13.000 136.516 300 8.0
269.16 0.40 225720000 0.410 13.000 135.857 300 9.0
269.2 0.40 225720000 0.590 1.000 135.198 300 7.0
269.24 0.40 225720000 0.800 1.000 133.958 310 7.0
269.28 0.41 224897000 0.860 1.000 132.718 290 7.0
269.32 0.42 224074000 0.770 1.000 131.478 290 7.0
269.36 0.41 224897000 0.660 1.000 130.238 290 7.0
269.4 0.41 224897000 0.380 1.000 128.998 290 7.0
269.44 0.40 225720000 0.110 13.000 127.758 280 7.0
269.48 0.40 225720000 -0.090 13.000 126.519 280 8.0
269.52 0.40 225720000 -0.120 9.000 125.279 270 8.0
269.56 0.40 225720000 0.010 13.000 124.039 270 8.0
269.6 0.37 228189000 0.080 13.000 122.799 260 9.0
269.64 0.38 227366000 0.080 13.000 121.559 270 8.0
269.68 0.38 227366000 0.240 13.000 120.319 270 8.0
269.72 0.38 227366000 0.540 1.000 119.079 240 8.0
269.76 0.38 227366000 0.710 1.000 117.839 230 2.0
269.8 0.41 224897000 0.700 1.000 116.599 90 2.0
269.84 0.43 223251000 0.630 1.000 115.359 150 1.0
269.88 0.43 223251000 0.550 1.000 114.119 290 5.0
269.92 0.41 224897000 0.210 13.000 112.880 300 10.0
269.96 0.41 224897000 -0.070 13.000 111.640 310 10.0
270 0.38 227366000 -0.120 9.000 110.400 310 12.0
270.04 0.34 230658000 0.130 9.000 109.160 300 13.0
270.08 0.35 229835000 0.200 9.000 107.920 300 13.0
270.12 0.33 231481000 0.270 13.000 106.680 310 13.0
270.16 0.31 233127000 0.440 1.000 105.440 300 13.0
270.2 0.32 232304000 0.680 1.000 105.109 310 13.0
270.24 0.32 232304000 0.810 1.000 104.778 300 13.0
270.28 0.33 231481000 0.800 1.000 104.448 300 13.0
270.32 0.32 232304000 0.730 1.000 104.117 300 13.0
270.36 0.33 231481000 0.590 1.000 103.786 300 12.0
270.4 0.32 232304000 0.370 1.000 103.455 290 13.0
270.44 0.35 229835000 0.060 13.000 103.124 300 11.0
270.48 0.33 231481000 -0.060 13.000 102.793 290 11.0
270.52 0.36 229012000 0.010 13.000 102.463 290 9.0
270.56 0.34 230658000 0.090 13.000 102.132 300 7.0
270.6 0.36 229012000 0.060 13.000 101.801 280 7.0
270.64 0.35 229835000 0.120 13.000 101.470 280 7.0
270.68 0.37 228189000 0.290 13.000 101.139 290 5.0
270.72 0.37 228189000 0.590 1.000 100.808 240 0.0
270.76 0.38 227366000 0.650 1.000 100.478 120 4.0
270.8 0.40 225720000 0.560 1.000 100.147 120 5.0
270.84 0.40 225720000 0.480 1.000 99.816 120 6.0
270.88 0.40 225720000 0.300 13.000 99.485 140 6.0
270.92 0.40 225720000 -0.070 13.000 99.154 240 1.0
270.96 0.40 225720000 -0.250 9.000 98.823 260 9.0
271 0.38 227366000 -0.180 9.000 98.493 270 9.0
271.04 0.34 230658000 0.030 13.000 98.162 270 7.0
271.08 0.34 230658000 0.080 13.000 97.831 260 7.0
271.12 0.35 229835000 0.140 13.000 97.500 250 6.0
271.16 0.37 228189000 0.460 13.000 97.050 250 5.0
271.2 0.37 228189000 0.690 1.000 96.600 250 4.0
271.24 0.37 228189000 0.760 1.000 96.151 230 5.0
271.28 0.38 227366000 0.700 1.000 95.701 230 6.0
271.32 0.38 227366000 0.630 1.000 95.251 240 7.0
271.36 0.38 227366000 0.470 1.000 94.801 230 8.0
271.4 0.36 229012000 0.270 13.000 94.351 230 8.0
271.44 0.35 229835000 0.020 13.000 93.902 230 9.0
271.48 0.35 229835000 -0.040 13.000 93.452 250 8.0
271.52 0.36 229012000 0.130 13.000 93.002 250 9.0
271.56 0.35 229835000 0.200 13.000 92.552 250 12.0
271.6 0.33 231481000 0.330 13.000 92.103 250 12.0
271.64 0.33 231481000 0.560 1.000 91.653 300 12.0
271.68 0.36 229012000 0.640 1.000 91.203 280 11.0
271.72 0.32 232304000 0.760 1.000 90.753 290 11.0
271.76 0.35 229835000 0.790 1.000 90.303 290 12.0
271.8 0.34 230658000 0.750 1.000 89.854 290 12.0
271.84 0.33 231481000 0.620 1.000 89.404 290 11.0
271.88 0.32 232304000 0.480 1.000 88.954 290 10.0
271.92 0.29 235232000 0.210 13.000 88.504 280 12.0
271.96 0.32 232304000 0.100 13.000 88.054 280 10.0
272 0.32 232304000 0.300 13.000 87.605 270 10.0
272.04 0.33 231481000 0.450 1.000 87.155 260 12.0
272.08 0.32 232304000 0.540 1.000 86.705 280 10.0
272.12 0.32 232304000 0.770 1.000 86.455 260 10.0
272.16 0.33 231481000 0.950 1.000 86.205 260 13.0
272.2 0.32 232304000 1.100 0.000 85.956 270 12.0
272.24 0.33 231481000 1.150 0.000 85.706 270 13.0
272.28 0.32 232304000 1.080 0.000 85.456 260 16.0
272.32 0.31 233127000 1.020 0.000 85.206 270 14.0
272.36 0.33 231481000 0.810 0.000 84.957 270 13.0
272.4 0.29 235232000 0.620 0.000 84.707 270 14.0
272.44 0.31 233127000 0.400 0.000 84.457 270 12.0
272.48 0.31 233127000 0.420 0.000 84.207 270 15.0
272.52 0.30 233950000 0.510 0.000 83.958 270 14.0
272.56 0.29 235232000 0.630 0.000 83.708 270 14.0
272.6 0.26 239078000 0.750 0.000 83.458 280 15.0
272.64 0.27 237796000 0.860 0.000 83.209 290 16.0
272.68 0.27 237796000 1.040 0.000 82.959 280 16.0
272.72 0.26 239078000 1.020 0.000 82.709 290 15.0
272.76 0.27 237796000 0.890 0.000 82.459 290 16.0
272.8 0.27 237796000 0.860 0.000 82.210 290 14.0
272.84 0.31 233127000 0.730 0.000 81.960 290 13.0
272.88 0.32 232304000 0.510 0.000 81.710 290 13.0
272.92 0.33 231481000 0.230 13.000 81.460 290 13.0
272.96 0.33 231481000 0.210 13.000 81.211 290 13.0
273 0.34 230658000 0.350 1.000 80.961 290 12.0
273.04 0.34 230658000 0.480 1.000 80.711 290 13.0
273.08 0.33 231481000 0.530 1.000 80.578 300 9.0
273.12 0.33 231481000 0.690 1.000 80.444 290 11.0
273.16 0.36 229012000 0.760 1.000 80.311 290 12.0
273.2 0.37 228189000 0.860 1.000 80.178 290 11.0
273.24 0.36 229012000 0.880 1.000 80.045 290 11.0
273.28 0.38 227366000 0.770 1.000 79.911 280 12.0
273.32 0.37 228189000 0.580 1.000 79.778 300 12.0
273.36 0.38 227366000 0.360 1.000 79.645 290 11.0
273.4 0.35 229835000 0.020 13.000 79.511 290 11.0
273.44 0.36 229012000 -0.120 13.000 79.378 290 11.0
273.48 0.35 229835000 -0.040 13.000 79.245 300 11.0
273.52 0.36 229012000 0.040 13.000 79.112 300 11.0
273.56 0.35 229835000 0.010 13.000 78.978 280 10.0
273.6 0.36 229012000 0.120 13.000 78.845 290 10.0
273.64 0.35 229835000 0.280 13.000 78.712 280 9.0
273.68 0.33 231481000 0.410 1.000 78.578 290 9.0
273.72 0.36 229012000 0.400 1.000 78.445 280 9.0
273.76 0.37 228189000 0.350 13.000 78.312 280 8.0
273.8 0.38 227366000 0.250 13.000 78.178 280 8.0
273.84 0.35 229835000 0.060 13.000 78.045 280 9.0
273.88 0.35 229835000 -0.240 9.000 77.912 260 9.0
273.92 0.35 229835000 -0.410 9.000 77.779 270 9.0
273.96 0.33 231481000 -0.340 9.000 77.645 270 8.0
274 0.34 230658000 -0.180 9.000 77.512 260 9.0
274.04 0.33 231481000 -0.120 13.000 77.340 270 9.0
274.08 0.33 231481000 0.060 13.000 77.168 260 9.0
274.12 0.33 231481000 0.300 1.000 76.996 260 12.0
274.16 0.32 232304000 0.520 1.000 76.824 270 9.0
274.2 0.31 233127000 0.610 1.000 76.652 270 10.0
274.24 0.32 232304000 0.570 1.000 76.479 280 9.0
274.28 0.32 232304000 0.470 1.000 76.307 280 9.0
274.32 0.32 232304000 0.310 1.000 76.135 280 11.0
274.36 0.31 233127000 0.060 13.000 75.963 290 9.0
274.4 0.29 235232000 -0.160 13.000 75.791 300 10.0
274.44 0.31 233127000 -0.170 13.000 75.619 290 11.0
274.48 0.29 235232000 -0.050 13.000 75.447 290 11.0
274.52 0.29 235232000 0.010 13.000 75.275 310 10.0
274.56 0.31 233127000 0.120 13.000 75.103 320 10.0
274.6 0.31 233127000 0.320 13.000 74.931 320 10.0
274.64 0.29 235232000 0.500 1.000 74.759 310 10.0
274.68 0.30 233950000 0.520 1.000 74.587 310 9.0
274.72 0.29 235232000 0.480 1.000 74.414 320 9.0
274.76 0.29 235232000 0.420 1.000 74.242 320 9.0
274.8 0.31 233127000 0.300 1.000 74.070 310 9.0
274.84 0.30 233950000 0.110 13.000 73.898 320 8.0
274.88 0.29 235232000 -0.180 13.000 73.726 320 7.0
274.92 0.28 236514000 -0.260 9.000 73.554 310 7.0
274.96 0.29 235232000 -0.120 9.000 73.382 320 7.0
275 0.29 235232000 -0.030 9.000 73.146 310 6.0
275.04 0.29 235232000 0.020 9.000 72.909 310 7.0
275.08 0.30 233950000 0.200 9.000 72.673 350 4.0
275.12 0.30 233950000 0.300 9.000 72.437 330 2.0
275.16 0.30 233950000 0.450 9.000 72.201 350 2.0
275.2 0.31 233127000 0.450 9.000 71.964 20 2.0
275.24 0.32 232304000 0.380 9.000 71.728 360 3.0
275.28 0.32 232304000 0.280 9.000 71.492 20 2.0
275.32 0.30 233950000 0.050 13.000 71.255 50 3.0
275.36 0.31 233127000 -0.220 13.000 71.019 70 3.0
275.4 0.31 233127000 -0.390 9.000 70.783 90 3.0
275.44 0.30 233950000 -0.330 9.000 70.547 90 3.0
275.48 0.29 235232000 -0.220 9.000 70.310 70 4.0
275.52 0.30 233950000 -0.200 9.000 70.074 80 4.0
275.56 0.29 235232000 -0.050 13.000 69.838 80 4.0
275.6 0.28 236514000 0.080 13.000 69.601 70 4.0
275.64 0.28 236514000 0.240 9.000 69.365 70 3.0
275.68 0.29 235232000 0.260 13.000 69.129 50 3.0
275.72 0.28 236514000 0.240 13.000 68.892 50 4.0
275.76 0.27 237796000 0.160 13.000 68.656 50 4.0
275.8 0.28 236514000 -0.040 13.000 68.420 60 4.0
275.84 0.27 237796000 -0.330 9.000 68.184 60 4.0
275.88 0.28 236514000 -0.490 1.000 67.947 60 4.0
275.92 0.27 237796000 -0.460 1.000 67.711 60 3.0
275.96 0.26 239078000 -0.350 1.000 67.513 60 4.0
276 0.26 239078000 -0.320 1.000 67.314 60 4.0
276.04 0.27 237796000 -0.210 1.000 67.116 70 4.0
276.08 0.27 237796000 -0.030 1.000 66.918 60 3.0
276.12 0.27 237796000 0.150 9.000 66.719 60 3.0
276.16 0.27 237796000 0.190 9.000 66.521 60 4.0
276.2 0.27 237796000 0.210 13.000 66.323 60 4.0
276.24 0.27 237796000 0.150 13.000 66.124 60 4.0
276.28 0.26 239078000 0.030 13.000 65.926 80 4.0
276.32 0.27 237796000 -0.230 9.000 65.728 90 4.0
276.36 0.26 239078000 -0.450 9.000 65.529 90 4.0
276.4 0.25 240360000 -0.500 9.000 65.331 90 4.0
276.44 0.24 241642000 -0.360 9.000 65.133 80 3.0
276.48 0.24 241642000 -0.290 9.000 64.934 40 3.0
276.52 0.22 244206000 -0.190 13.000 64.736 40 4.0
276.56 0.22 244206000 -0.020 13.000 64.538 40 4.0
276.6 0.25 240360000 0.140 1.000 64.339 60 5.0
276.64 0.20 246770000 0.260 1.000 64.141 60 5.0
276.68 0.23 242924000 0.250 1.000 63.943 50 4.0
276.72 0.22 244206000 0.210 1.000 63.744 50 4.0
276.76 0.23 242924000 0.130 1.000 63.546 60 3.0
276.8 0.23 242924000 -0.060 1.000 63.348 50 5.0
276.84 0.22 244206000 -0.320 1.000 63.149 60 5.0
276.88 0.24 241642000 -0.440 1.000 62.951 70 5.0
276.92 0.22 244206000 -0.370 1.000 62.868 50 3.0
276.96 0.22 244206000 -0.310 1.000 62.784 70 3.0
277 0.23 242924000 -0.240 9.000 62.701 60 6.0
277.04 0.22 244206000 -0.110 9.000 62.618 60 6.0
277.08 0.23 242924000 0.040 9.000 62.534 60 7.0
277.12 0.23 242924000 0.190 9.000 62.451 70 8.0
277.16 0.22 244206000 0.230 9.000 62.368 70 7.0
277.2 0.24 241642000 0.160 9.000 62.284 60 5.0
277.24 0.23 242924000 0.100 9.000 62.201 50 5.0
277.28 0.22 244206000 -0.070 9.000 62.118 60 6.0
277.32 0.20 246770000 -0.340 9.000 62.034 50 6.0
277.36 0.21 245488000 -0.470 9.000 61.951 50 6.0
277.4 0.19 248007500 -0.460 9.000 61.868 50 7.0
277.44 0.18 249245000 -0.360 9.000 61.784 50 7.0
277.48 0.18 249245000 -0.330 9.000 61.701 50 6.0
277.52 0.18 249245000 -0.180 1.000 61.618 60 8.0
277.56 0.19 248007500 -0.040 1.000 61.534 50 7.0
277.6 0.19 248007500 0.110 1.000 61.451 50 7.0
277.64 0.19 248007500 0.150 1.000 61.368 50 6.0
277.68 0.18 249245000 0.140 1.000 61.284 50 5.0
277.72 0.18 249245000 0.050 1.000 61.201 60 5.0
277.76 0.19 248007500 -0.090 1.000 61.118 60 5.0
277.8 0.18 249245000 -0.320 0.000 61.034 70 5.0
277.84 0.18 249245000 -0.500 0.000 60.951 50 6.0
277.88 0.19 248007500 -0.560 0.000 60.863 70 4.0
277.92 0.18 249245000 -0.520 0.000 60.775 50 6.0
277.96 0.18 249245000 -0.460 0.000 60.687 50 5.0
278 0.18 249245000 -0.380 0.000 60.599 50 6.0
278.04 0.18 249245000 -0.270 0.000 60.511 60 7.0
278.08 0.18 249245000 -0.140 0.000 60.423 70 7.0
278.12 0.19 248007500 -0.010 0.000 60.335 80 7.0
278.16 0.19 248007500 0.020 0.000 60.247 80 6.0
278.2 0.19 248007500 0.000 0.000 60.159 70 5.0
278.24 0.18 249245000 -0.110 0.000 60.071 70 4.0
278.28 0.18 249245000 -0.290 0.000 59.983 40 3.0
278.32 0.18 249245000 -0.460 0.000 59.896 40 3.0
278.36 0.18 249245000 -0.560 0.000 59.808 50 5.0
278.4 0.19 248007500 -0.530 0.000 59.720 40 5.0
278.44 0.18 249245000 -0.460 0.000 59.632 30 5.0
278.48 0.19 248007500 -0.390 0.000 59.544 40 5.0
278.52 0.18 249245000 -0.270 0.000 59.456 50 4.0
278.56 0.18 249245000 -0.140 0.000 59.368 80 4.0
278.6 0.18 249245000 -0.030 0.000 59.280 90 3.0
278.64 0.19 248007500 0.060 0.000 59.192 120 2.0
278.68 0.19 248007500 0.070 0.000 59.104 110 2.0
278.72 0.18 249245000 0.010 0.000 59.016 110 2.0
278.76 0.18 249245000 -0.150 0.000 58.928 100 1.0
278.8 0.17 250482500 -0.350 0.000 58.840 30 2.0
278.84 0.17 250482500 -0.530 0.000 58.781 360 2.0
278.88 0.17 250482500 -0.600 0.000 58.722 70 3.0
278.92 0.18 249245000 -0.560 1.000 58.662 50 3.0
278.96 0.19 248007500 -0.520 1.000 58.603 40 4.0
279 0.19 248007500 -0.460 1.000 58.544 40 4.0
279.04 0.18 249245000 -0.360 1.000 58.485 70 5.0
279.08 0.18 249245000 -0.220 1.000 58.425 80 4.0
279.12 0.18 249245000 -0.090 1.000 58.366 90 4.0
279.16 0.19 248007500 -0.030 1.000 58.307 80 3.0
279.2 0.18 249245000 -0.040 1.000 58.248 90 3.0
279.24 0.18 249245000 -0.130 1.000 58.188 60 3.0
279.28 0.18 249245000 -0.280 1.000 58.129 60 3.0
279.32 0.18 249245000 -0.450 1.000 58.070 70 2.0
279.36 0.17 250482500 -0.590 1.000 58.011 10 3.0
279.4 0.18 249245000 -0.610 1.000 57.951 40 6.0
279.44 0.17 250482500 -0.530 1.000 57.892 50 7.0
279.48 0.18 249245000 -0.430 1.000 57.833 40 8.0
279.52 0.19 248007500 -0.350 1.000 57.773 60 7.0
279.56 0.19 248007500 -0.240 1.000 57.714 60 8.0
279.6 0.19 248007500 -0.130 1.000 57.655 50 9.0
279.64 0.21 245488000 -0.070 1.000 57.596 60 10.0
279.68 0.20 246770000 -0.050 1.000 57.536 80 8.0
279.72 0.20 246770000 -0.110 1.000 57.477 60 7.0
279.76 0.20 246770000 -0.210 1.000 57.418 80 8.0
279.8 0.21 245488000 -0.410 1.000 57.271 70 9.0
279.84 0.19 248007500 -0.590 1.000 57.123 60 7.0
279.88 0.20 246770000 -0.710 1.000 56.976 60 8.0
279.92 0.19 248007500 -0.720 1.000 56.828 60 8.0
279.96 0.18 249245000 -0.690 1.000 56.681 60 9.0
280 0.19 248007500 -0.640 1.000 56.533 60 9.0
280.04 0.20 246770000 -0.570 1.000 56.386 60 8.0
280.08 0.20 246770000 -0.440 1.000 56.238 70 8.0
280.12 0.19 248007500 -0.310 1.000 56.091 60 7.0
280.16 0.19 248007500 -0.220 1.000 55.943 60 7.0
280.2 0.19 248007500 -0.190 1.000 55.796 60 8.0
280.24 0.19 248007500 -0.280 1.000 55.648 60 8.0
280.28 0.19 248007500 -0.370 1.000 55.501 70 8.0
280.32 0.19 248007500 -0.510 1.000 55.354 70 8.0
280.36 0.18 249245000 -0.670 1.000 55.206 70 8.0
280.4 0.20 246770000 -0.710 1.000 55.059 80 8.0
280.44 0.19 248007500 -0.610 1.000 54.911 80 8.0
280.48 0.20 246770000 -0.520 1.000 54.764 80 8.0
280.52 0.19 248007500 -0.400 1.000 54.616 80 8.0
280.56 0.19 248007500 -0.220 1.000 54.469 80 7.0
280.6 0.19 248007500 -0.090 1.000 54.321 90 8.0
280.64 0.19 248007500 -0.020 1.000 54.174 100 7.0
280.68 0.20 246770000 -0.020 1.000 54.026 110 10.0
280.72 0.21 245488000 -0.040 1.000 53.879 120 11.0
280.76 0.22 244206000 -0.150 1.000 53.865 100 10.0
280.8 0.22 244206000 -0.350 1.000 53.850 80 10.0
280.84 0.22 244206000 -0.570 1.000 53.836 80 10.0
280.88 0.23 242924000 -0.760 1.000 53.821 90 10.0
280.92 0.20 246770000 -0.880 1.000 53.807 80 9.0
280.96 0.20 246770000 -0.900 1.000 53.792 70 8.0
281 0.20 246770000 -0.880 1.000 53.778 80 8.0
281.04 0.19 248007500 -0.770 1.000 53.763 80 8.0
281.08 0.19 248007500 -0.640 1.000 53.749 80 8.0
281.12 0.19 248007500 -0.440 1.000 53.734 70 8.0
281.16 0.19 248007500 -0.390 1.000 53.720 70 9.0
281.2 0.19 248007500 -0.370 1.000 53.706 70 9.0
281.24 0.20 246770000 -0.490 1.000 53.691 70 9.0
281.28 0.20 246770000 -0.650 1.000 53.677 110 11.0
281.32 0.20 246770000 -0.780 1.000 53.662 100 9.0
281.36 0.21 245488000 -0.950 1.000 53.648 100 8.0
281.4 0.19 248007500 -1.060 0.000 53.633 100 9.0
281.44 0.19 248007500 -1.040 0.000 53.619 100 11.0
281.48 0.19 248007500 -0.940 0.000 53.604 100 13.0
281.52 0.22 244206000 -0.880 0.000 53.590 110 14.0
281.56 0.25 240360000 -0.690 0.000 53.575 100 15.0
281.6 0.28 236514000 -0.500 0.000 53.561 100 15.0
281.64 0.31 233127000 -0.490 0.000 53.546 90 16.0
281.68 0.31 233127000 -0.490 0.000 53.532 100 15.0
281.72 0.30 233950000 -0.640 0.000 53.533 90 16.0
281.76 0.28 236514000 -0.830 0.000 53.535 90 15.0
281.8 0.29 235232000 -1.000 0.000 53.536 80 14.0
281.84 0.28 236514000 -1.210 0.000 53.537 90 15.0
281.88 0.25 240360000 -1.350 0.000 53.538 90 15.0
281.92 0.27 237796000 -1.340 0.000 53.540 90 15.0
281.96 0.27 237796000 -1.310 0.000 53.541 100 13.0
282 0.27 237796000 -1.150 0.000 53.542 100 13.0
282.04 0.24 241642000 -0.920 0.000 53.544 100 14.0
282.08 0.24 241642000 -0.680 0.000 53.545 100 13.0
282.12 0.24 241642000 -0.430 0.000 53.546 100 13.0
282.16 0.25 240360000 -0.300 0.000 53.548 100 13.0
282.2 0.24 241642000 -0.270 0.000 53.549 100 14.0
282.24 0.24 241642000 -0.410 0.000 53.550 100 13.0
282.28 0.23 242924000 -0.510 0.000 53.551 110 13.0
282.32 0.24 241642000 -0.700 0.000 53.553 100 12.0
282.36 0.23 242924000 -0.750 0.000 53.554 110 12.0
282.4 0.24 241642000 -0.800 0.000 53.555 110 13.0
282.44 0.22 244206000 -0.650 0.000 53.557 120 12.0
282.48 0.24 241642000 -0.530 1.000 53.558 110 13.0
282.52 0.23 242924000 -0.350 1.000 53.559 110 12.0
282.56 0.23 242924000 -0.170 1.000 53.560 110 12.0
282.6 0.22 244206000 0.060 1.000 53.562 110 12.0
282.64 0.23 242924000 0.170 1.000 53.563 110 13.0
282.68 0.22 244206000 0.150 1.000 53.755 110 12.0
282.72 0.22 244206000 -0.010 1.000 53.946 110 11.0
282.76 0.23 242924000 -0.110 1.000 54.138 100 11.0
282.8 0.22 244206000 -0.300 1.000 54.329 100 12.0
282.84 0.23 242924000 -0.560 1.000 54.521 110 12.0
282.88 0.23 242924000 -0.650 1.000 54.713 100 10.0
282.92 0.22 244206000 -0.590 1.000 54.904 100 11.0
282.96 0.22 244206000 -0.500 1.000 55.096 110 10.0
283 0.22 244206000 -0.520 1.000 55.288 100 10.0
283.04 0.20 246770000 -0.410 1.000 55.479 100 10.0
283.08 0.20 246770000 -0.110 1.000 55.671 100 11.0
283.12 0.22 244206000 0.070 1.000 55.862 100 11.0
283.16 0.22 244206000 0.120 1.000 56.054 100 11.0
283.2 0.23 242924000 0.030 1.000 56.246 110 12.0
283.24 0.22 244206000 -0.050 1.000 56.437 120 12.0
283.28 0.24 241642000 -0.210 1.000 56.629 110 11.0
283.32 0.22 244206000 -0.330 1.000 56.821 120 12.0
283.36 0.24 241642000 -0.440 1.000 57.012 110 11.0
283.4 0.22 244206000 -0.460 1.000 57.204 120 10.0
283.44 0.23 242924000 -0.240 1.000 57.396 120 9.0
283.48 0.21 245488000 -0.180 1.000 57.587 110 9.0
283.52 0.20 246770000 0.010 1.000 57.779 130 8.0
283.56 0.20 246770000 0.270 9.000 57.970 130 7.0
283.6 0.20 246770000 0.500 9.000 58.162 130 7.0
283.64 0.20 246770000 0.700 1.000 58.405 120 8.0
283.68 0.20 246770000 0.610 1.000 58.648 130 7.0
283.72 0.21 245488000 0.460 1.000 58.890 120 7.0
283.76 0.21 245488000 0.340 1.000 59.133 120 7.0
283.8 0.20 246770000 0.190 1.000 59.376 120 7.0
283.84 0.20 246770000 -0.080 1.000 59.619 120 7.0
283.88 0.21 245488000 -0.150 1.000 59.862 110 7.0
283.92 0.18 249245000 -0.060 9.000 60.104 120 7.0
283.96 0.19 248007500 -0.030 9.000 60.347 120 7.0
284 0.19 248007500 -0.060 9.000 60.590 130 6.0
284.04 0.20 246770000 0.140 9.000 60.833 130 8.0
284.08 0.20 246770000 0.390 9.000 61.076 130 8.0
284.12 0.20 246770000 0.650 1.000 61.318 130 6.0
284.16 0.20 246770000 0.660 1.000 61.561 130 6.0
284.2 0.20 246770000 0.540 1.000 61.804 120 7.0
284.24 0.21 245488000 0.420 1.000 62.047 130 8.0
284.28 0.22 244206000 0.240 1.000 62.289 120 7.0
284.32 0.20 246770000 -0.010 1.000 62.532 120 7.0
284.36 0.21 245488000 -0.170 1.000 62.775 130 7.0
284.4 0.20 246770000 -0.040 1.000 63.018 120 7.0
284.44 0.22 244206000 0.120 1.000 63.261 130 9.0
284.48 0.22 244206000 0.080 1.000 63.503 130 8.0
284.52 0.22 244206000 0.230 1.000 63.746 120 7.0
284.56 0.23 242924000 0.460 1.000 63.989 110 9.0
284.6 0.23 242924000 0.680 1.000 64.991 110 9.0
284.64 0.23 242924000 0.740 1.000 65.994 110 9.0
284.68 0.23 242924000 0.610 1.000 66.996 110 12.0
284.72 0.24 241642000 0.420 1.000 67.998 120 10.0
284.76 0.24 241642000 0.240 1.000 69.001 110 9.0
284.8 0.24 241642000 -0.070 1.000 70.003 110 11.0
284.84 0.24 241642000 -0.290 1.000 71.006 100 9.0
284.88 0.24 241642000 -0.360 1.000 72.008 110 10.0
284.92 0.23 242924000 -0.120 1.000 73.010 120 9.0
284.96 0.23 242924000 -0.020 9.000 74.013 130 9.0
285 0.23 242924000 0.050 9.000 75.015 150 6.0
285.04 0.23 242924000 0.320 9.000 76.018 150 6.0
285.08 0.23 242924000 0.600 9.000 77.020 160 8.0
285.12 0.23 242924000 0.810 1.000 78.022 160 7.0
285.16 0.24 241642000 0.750 1.000 79.025 150 6.0
285.2 0.23 242924000 0.700 1.000 80.027 140 6.0
285.24 0.23 242924000 0.580 1.000 81.029 140 6.0
285.28 0.24 241642000 0.410 1.000 82.032 140 7.0
285.32 0.24 241642000 0.150 9.000 83.034 150 6.0
285.36 0.23 242924000 0.070 9.000 84.036 160 6.0
285.4 0.24 241642000 0.280 9.000 85.039 140 7.0
285.44 0.23 242924000 0.280 9.000 86.041 150 6.0
285.48 0.24 241642000 0.310 9.000 87.044 150 7.0
285.52 0.24 241642000 0.500 9.000 88.046 150 8.0
285.56 0.21 245488000 0.750 1.000 87.137 170 7.0
285.6 0.25 240360000 0.940 1.000 86.227 160 7.0
285.64 0.25 240360000 0.940 1.000 85.318 160 6.0
285.68 0.26 239078000 0.780 1.000 84.409 140 6.0
285.72 0.24 241642000 0.670 1.000 83.499 140 6.0
285.76 0.25 240360000 0.450 1.000 82.590 150 8.0
285.8 0.25 240360000 0.190 9.000 81.680 150 6.0
285.84 0.25 240360000 0.020 9.000 80.771 160 7.0
285.88 0.25 240360000 0.140 9.000 79.862 160 8.0
285.92 0.25 240360000 0.230 9.000 78.952 160 7.0
285.96 0.25 240360000 0.190 9.000 78.043 150 8.0
286 0.26 239078000 0.340 9.000 77.133 150 8.0
286.04 0.28 236514000 0.620 9.000 76.224 160 9.0
286.08 0.26 239078000 0.960 1.000 75.315 180 9.0
286.12 0.25 240360000 1.020 1.000 74.405 200 8.0
286.16 0.26 239078000 0.940 1.000 73.496 200 8.0
286.2 0.29 235232000 0.830 1.000 72.587 220 9.0
286.24 0.26 239078000 0.680 1.000 71.677 240 9.0
286.28 0.24 241642000 0.480 1.000 70.768 260 10.0
286.32 0.22 244206000 0.220 1.000 69.859 270 8.0
