time h A h_sea a Q_f W_Dir W_Vel
18.56 0.39 226543000 0.440 0.000 92.655 200 9.0
18.6 0.39 226543000 0.360 0.000 91.868 190 7.0
18.64 0.39 226543000 0.460 0.000 91.081 200 8.0
18.68 0.41 224897000 0.490 0.000 90.295 190 8.0
18.72 0.39 226543000 0.550 0.000 90.446 190 8.0
18.76 0.39 226543000 0.620 0.000 90.597 180 9.0
18.8 0.41 224897000 0.900 0.000 90.749 190 11.0
18.84 0.40 225720000 1.100 0.000 90.900 190 10.0
18.88 0.40 225720000 1.140 0.000 91.051 200 10.0
18.92 0.41 224897000 0.980 0.000 91.202 200 9.0
18.96 0.40 225720000 0.800 0.000 91.353 200 8.0
19 0.40 225720000 0.590 0.000 91.505 200 9.0
19.04 0.41 224897000 0.410 0.000 91.656 210 8.0
19.08 0.40 225720000 0.340 0.000 91.807 200 7.0
19.12 0.40 225720000 0.360 0.000 91.958 200 7.0
19.16 0.40 225720000 0.420 0.000 92.109 200 7.0
19.2 0.41 224897000 0.380 0.000 92.261 200 5.0
19.24 0.41 224897000 0.480 0.000 92.412 210 6.0
19.28 0.41 224897000 0.640 0.000 92.563 220 6.0
19.32 0.41 224897000 0.830 0.000 92.714 210 5.0
19.36 0.41 224897000 0.830 0.000 92.866 210 6.0
19.4 0.41 224897000 0.740 0.000 93.017 240 6.0
19.44 0.41 224897000 0.600 0.000 93.168 230 5.0
19.48 0.41 224897000 0.370 0.000 93.319 240 6.0
19.52 0.41 224897000 0.080 0.000 93.470 240 6.0
19.56 0.41 224897000 -0.160 0.000 93.622 230 5.0
19.6 0.41 224897000 -0.160 1.000 93.773 250 6.0
19.64 0.41 224897000 -0.050 1.000 93.924 240 6.0
19.68 0.41 224897000 -0.050 1.000 93.689 230 4.0
19.72 0.41 224897000 0.010 1.000 93.454 220 4.0
19.76 0.41 224897000 0.160 1.000 93.219 230 6.0
19.8 0.43 223251000 0.410 1.000 92.984 240 6.0
19.84 0.43 223251000 0.610 1.000 92.750 240 5.0
19.88 0.43 223251000 0.580 1.000 92.515 240 6.0
19.92 0.42 224074000 0.460 1.000 92.280 240 6.0
19.96 0.41 224897000 0.330 9.000 92.045 230 7.0
20 0.42 224074000 0.090 9.000 91.810 250 7.0
20.04 0.40 225720000 -0.140 9.000 91.575 250 7.0
20.08 0.40 225720000 -0.170 9.000 91.340 240 6.0
20.12 0.40 225720000 0.020 9.000 91.105 240 6.0
20.16 0.40 225720000 0.090 9.000 90.871 240 8.0
20.2 0.39 226543000 0.170 9.000 90.636 270 9.0
20.24 0.40 225720000 0.430 9.000 90.401 260 8.0
20.28 0.39 226543000 0.590 1.000 90.166 260 6.0
20.32 0.40 225720000 0.770 1.000 89.931 260 6.0
20.36 0.41 224897000 0.740 1.000 89.696 240 6.0
20.4 0.40 225720000 0.690 1.000 89.461 230 6.0
20.44 0.41 224897000 0.580 1.000 89.227 240 6.0
20.48 0.41 224897000 0.370 1.000 88.992 240 7.0
20.52 0.41 224897000 0.090 1.000 88.757 250 6.0
20.56 0.40 225720000 -0.100 1.000 88.522 250 6.0
20.6 0.40 225720000 -0.070 1.000 88.287 240 5.0
20.64 0.40 225720000 0.050 1.000 88.408 220 5.0
20.68 0.41 224897000 0.050 1.000 88.529 220 6.0
20.72 0.41 224897000 0.150 1.000 88.649 230 7.0
20.76 0.41 224897000 0.280 1.000 88.770 230 7.0
20.8 0.41 224897000 0.490 1.000 88.891 230 6.0
20.84 0.41 224897000 0.600 1.000 89.012 230 7.0
20.88 0.41 224897000 0.570 1.000 89.133 240 8.0
20.92 0.41 224897000 0.480 1.000 89.253 230 6.0
20.96 0.41 224897000 0.320 1.000 89.374 220 7.0
21 0.41 224897000 0.070 9.000 89.495 220 7.0
21.04 0.40 225720000 -0.130 9.000 89.616 200 6.0
21.08 0.41 224897000 -0.150 9.000 89.737 200 6.0
21.12 0.40 225720000 0.040 9.000 89.857 210 8.0
21.16 0.40 225720000 0.080 9.000 89.978 220 8.0
21.2 0.40 225720000 0.250 9.000 90.099 210 9.0
21.24 0.41 224897000 0.480 9.000 90.220 210 9.0
21.28 0.40 225720000 0.660 1.000 90.340 220 8.0
21.32 0.40 225720000 0.730 1.000 90.461 220 8.0
21.36 0.40 225720000 0.740 1.000 90.582 220 8.0
21.4 0.39 226543000 0.680 1.000 90.703 220 8.0
21.44 0.39 226543000 0.550 1.000 90.824 220 8.0
21.48 0.39 226543000 0.370 9.000 90.944 230 8.0
21.52 0.38 227366000 0.070 9.000 91.065 220 8.0
21.56 0.37 228189000 -0.070 9.000 91.186 220 8.0
21.6 0.38 227366000 0.000 9.000 91.503 220 9.0
21.64 0.37 228189000 0.020 9.000 91.820 210 8.0
21.68 0.37 228189000 0.070 9.000 92.137 210 7.0
21.72 0.39 226543000 0.230 9.000 92.454 210 8.0
21.76 0.38 227366000 0.420 1.000 92.772 200 6.0
21.8 0.37 228189000 0.590 1.000 93.089 210 7.0
21.84 0.39 226543000 0.650 1.000 93.406 190 7.0
21.88 0.38 227366000 0.560 1.000 93.723 190 8.0
21.92 0.39 226543000 0.530 1.000 94.040 190 9.0
21.96 0.40 225720000 0.440 9.000 94.357 180 9.0
22 0.38 227366000 0.230 9.000 94.674 190 9.0
22.04 0.40 225720000 0.030 9.000 94.992 190 9.0
22.08 0.39 226543000 0.090 9.000 95.309 190 9.0
22.12 0.37 228189000 0.230 9.000 95.626 190 10.0
22.16 0.37 228189000 0.300 9.000 95.943 200 10.0
22.2 0.39 226543000 0.500 9.000 96.260 220 8.0
22.24 0.39 226543000 0.720 1.000 96.577 230 8.0
22.28 0.39 226543000 0.860 1.000 96.894 230 7.0
22.32 0.38 227366000 0.940 1.000 97.211 250 8.0
22.36 0.37 228189000 0.850 1.000 97.529 240 8.0
22.4 0.38 227366000 0.780 1.000 97.846 240 9.0
22.44 0.38 227366000 0.610 1.000 98.163 250 9.0
22.48 0.37 228189000 0.420 9.000 98.480 240 9.0
22.52 0.35 229835000 0.250 9.000 98.797 250 9.0
22.56 0.37 228189000 0.180 9.000 98.452 250 10.0
22.6 0.35 229835000 0.210 9.000 98.106 240 9.0
22.64 0.37 228189000 0.220 9.000 97.761 230 9.0
22.68 0.36 229012000 0.300 9.000 97.415 240 10.0
22.72 0.36 229012000 0.460 1.000 97.070 240 9.0
22.76 0.37 228189000 0.670 1.000 96.725 240 9.0
22.8 0.36 229012000 0.830 1.000 96.379 230 8.0
22.84 0.38 227366000 0.860 1.000 96.034 230 9.0
22.88 0.37 228189000 0.800 1.000 95.689 230 9.0
22.92 0.37 228189000 0.670 1.000 95.343 230 8.0
22.96 0.38 227366000 0.480 1.000 94.998 230 8.0
23 0.37 228189000 0.370 9.000 94.652 230 8.0
23.04 0.38 227366000 0.230 9.000 94.307 220 7.0
23.08 0.39 226543000 0.280 9.000 93.962 200 7.0
23.12 0.37 228189000 0.420 9.000 93.616 170 8.0
23.16 0.40 225720000 0.450 9.000 93.271 160 9.0
23.2 0.41 224897000 0.600 9.000 92.926 180 12.0
23.24 0.43 223251000 0.800 1.000 92.580 200 12.0
23.28 0.39 226543000 1.240 0.000 92.235 220 13.0
23.32 0.45 221605000 1.330 0.000 91.890 210 13.0
23.36 0.39 226543000 1.270 0.000 91.544 220 13.0
23.4 0.38 227366000 1.240 0.000 91.199 220 13.0
23.44 0.36 229012000 1.110 0.000 90.853 240 19.0
23.48 0.36 229012000 0.990 0.000 90.508 260 20.0
23.52 0.30 233950000 0.930 0.000 91.309 280 16.0
23.56 0.28 236514000 0.970 0.000 92.110 280 16.0
23.6 0.28 236514000 0.770 0.000 92.911 290 14.0
23.64 0.26 239078000 0.500 0.000 93.713 290 10.0
23.68 0.33 231481000 0.520 0.000 94.514 280 9.0
23.72 0.37 228189000 0.540 0.000 95.315 270 7.0
23.76 0.41 224897000 0.750 0.000 96.116 270 8.0
23.8 0.41 224897000 0.910 0.000 96.917 260 7.0
23.84 0.41 224897000 0.900 0.000 97.718 240 6.0
23.88 0.42 224074000 0.790 0.000 98.520 220 5.0
23.92 0.43 223251000 0.580 0.000 99.321 220 6.0
23.96 0.43 223251000 0.400 0.000 100.122 220 6.0
24 0.41 224897000 0.240 8.000 100.923 240 9.0
24.04 0.41 224897000 0.360 8.000 101.724 260 12.0
24.08 0.40 225720000 0.330 8.000 102.525 260 12.0
24.12 0.37 228189000 0.460 0.000 103.327 250 10.0
24.16 0.39 226543000 0.550 0.000 104.128 260 10.0
24.2 0.41 224897000 0.860 0.000 104.929 270 14.0
24.24 0.42 224074000 1.060 0.000 105.730 240 9.0
24.28 0.36 229012000 1.170 0.000 106.531 250 10.0
24.32 0.41 224897000 1.270 0.000 107.332 240 8.0
24.36 0.37 228189000 1.180 0.000 108.134 240 8.0
24.4 0.45 221605000 1.100 0.000 108.935 230 9.0
24.44 0.43 223251000 1.000 0.000 109.736 240 7.0
24.48 0.44 222428000 0.730 0.000 109.170 240 13.0
24.52 0.43 223251000 0.540 0.000 108.604 230 10.0
24.56 0.39 226543000 0.460 0.000 108.038 230 8.0
24.6 0.43 223251000 0.450 0.000 107.473 230 8.0
24.64 0.45 221605000 0.510 0.000 106.907 260 12.0
24.68 0.43 223251000 0.510 0.000 106.341 250 8.0
24.72 0.42 224074000 0.540 0.000 105.775 260 7.0
24.76 0.44 222428000 0.770 0.000 105.209 260 9.0
24.8 0.43 223251000 0.930 0.000 104.643 270 9.0
24.84 0.44 222428000 0.950 0.000 104.077 260 8.0
24.88 0.43 223251000 0.850 0.000 103.511 290 6.0
24.92 0.43 223251000 0.640 0.000 102.946 290 6.0
24.96 0.43 223251000 0.430 0.000 102.380 350 3.0
25 0.46 220782000 0.190 8.000 101.814 340 4.0
25.04 0.46 220782000 0.040 8.000 101.248 350 5.0
25.08 0.44 222428000 0.090 8.000 100.682 350 4.0
25.12 0.44 222428000 0.170 8.000 100.116 350 4.0
25.16 0.44 222428000 0.220 8.000 99.550 10 4.0
25.2 0.45 221605000 0.250 8.000 98.984 340 3.0
25.24 0.43 223251000 0.410 8.000 98.419 360 3.0
25.28 0.43 223251000 0.670 0.000 97.853 340 1.0
25.32 0.44 222428000 0.830 0.000 97.287 290 2.0
25.36 0.44 222428000 0.810 0.000 96.721 240 3.0
25.4 0.44 222428000 0.700 0.000 96.155 220 3.0
25.44 0.45 221605000 0.540 0.000 95.731 280 5.0
25.48 0.45 221605000 0.390 0.000 95.307 300 7.0
25.52 0.46 220782000 0.250 0.000 94.882 300 8.0
25.56 0.43 223251000 0.110 0.000 94.458 280 6.0
25.6 0.44 222428000 0.090 0.000 94.034 280 7.0
25.64 0.43 223251000 0.180 8.000 93.610 20 5.0
25.68 0.45 221605000 0.180 8.000 93.186 20 3.0
25.72 0.45 221605000 0.240 8.000 92.762 40 1.0
25.76 0.44 222428000 0.380 8.000 92.338 60 4.0
25.8 0.46 220782000 0.560 0.000 91.913 70 4.0
25.84 0.47 219959000 0.650 0.000 91.489 70 5.0
25.88 0.46 220782000 0.580 0.000 91.065 70 5.0
25.92 0.47 219959000 0.400 8.000 90.641 90 6.0
25.96 0.46 220782000 0.210 8.000 90.217 100 7.0
26 0.46 220782000 0.000 8.000 89.793 80 7.0
26.04 0.46 220782000 -0.190 8.000 89.368 70 8.0
26.08 0.46 220782000 -0.280 8.000 88.944 80 10.0
26.12 0.45 221605000 -0.180 8.000 88.520 70 10.0
26.16 0.45 221605000 -0.100 8.000 88.096 70 11.0
26.2 0.46 220782000 -0.070 0.000 87.672 60 10.0
26.24 0.46 220782000 0.050 0.000 87.247 60 10.0
26.28 0.46 220782000 0.220 0.000 86.823 60 11.0
26.32 0.46 220782000 0.400 0.000 86.399 60 10.0
26.36 0.46 220782000 0.450 0.000 85.975 40 9.0
26.4 0.45 221605000 0.350 0.000 85.470 30 8.0
26.44 0.46 220782000 0.190 0.000 84.965 50 8.0
26.48 0.45 221605000 0.020 0.000 84.461 30 8.0
26.52 0.43 223251000 -0.190 0.000 83.956 20 8.0
26.56 0.45 221605000 -0.330 0.000 83.451 30 8.0
26.6 0.44 222428000 -0.290 8.000 82.946 20 8.0
26.64 0.42 224074000 -0.250 9.000 82.441 20 6.0
26.68 0.42 224074000 -0.190 9.000 81.937 40 7.0
26.72 0.42 224074000 -0.080 9.000 81.432 30 7.0
26.76 0.41 224897000 0.040 9.000 80.927 40 6.0
26.8 0.45 221605000 0.230 9.000 80.422 30 6.0
26.84 0.41 224897000 0.380 9.000 79.918 30 6.0
26.88 0.41 224897000 0.380 9.000 79.413 30 5.0
26.92 0.41 224897000 0.240 9.000 78.908 30 6.0
26.96 0.40 225720000 0.070 9.000 78.403 10 3.0
27 0.40 225720000 -0.030 9.000 77.898 310 1.0
27.04 0.38 227366000 -0.230 9.000 77.394 40 1.0
27.08 0.38 227366000 -0.310 9.000 76.889 240 1.0
27.12 0.38 227366000 -0.190 9.000 76.384 320 5.0
27.16 0.39 226543000 -0.140 1.000 75.879 320 5.0
27.2 0.39 226543000 -0.110 1.000 75.374 320 6.0
27.24 0.39 226543000 -0.010 1.000 74.870 320 8.0
27.28 0.37 228189000 0.170 1.000 74.365 320 8.0
27.32 0.36 229012000 0.360 1.000 73.860 330 7.0
27.36 0.37 228189000 0.420 1.000 73.674 340 6.0
27.4 0.39 226543000 0.280 1.000 73.488 330 5.0
27.44 0.39 226543000 0.130 1.000 73.302 340 5.0
27.48 0.39 226543000 -0.090 1.000 73.116 10 3.0
27.52 0.40 225720000 -0.380 1.000 72.929 360 3.0
27.56 0.39 226543000 -0.560 1.000 72.743 360 3.0
27.6 0.39 226543000 -0.570 9.000 72.557 20 2.0
27.64 0.37 228189000 -0.380 9.000 72.371 20 2.0
27.68 0.38 227366000 -0.300 9.000 72.185 330 3.0
27.72 0.36 229012000 -0.240 9.000 71.999 310 5.0
27.76 0.37 228189000 -0.040 9.000 71.813 310 4.0
27.8 0.37 228189000 0.140 9.000 71.627 310 4.0
27.84 0.36 229012000 0.240 9.000 71.440 310 5.0
27.88 0.35 229835000 0.200 9.000 71.254 330 1.0
27.92 0.35 229835000 0.080 9.000 71.068 310 2.0
27.96 0.35 229835000 -0.050 9.000 70.882 290 3.0
28 0.35 229835000 -0.230 9.000 70.696 290 6.0
28.04 0.34 230658000 -0.430 9.000 70.510 300 4.0
28.08 0.32 232304000 -0.610 9.000 70.324 300 4.0
28.12 0.32 232304000 -0.520 1.000 70.137 310 3.0
28.16 0.32 232304000 -0.470 1.000 69.951 310 2.0
28.2 0.34 230658000 -0.430 1.000 69.765 300 3.0
28.24 0.34 230658000 -0.270 1.000 69.579 300 3.0
28.28 0.34 230658000 -0.030 1.000 69.393 290 2.0
28.32 0.34 230658000 0.190 1.000 69.075 290 2.0
28.36 0.33 231481000 0.250 1.000 68.758 280 3.0
28.4 0.34 230658000 0.170 1.000 68.440 280 3.0
28.44 0.34 230658000 0.040 1.000 68.122 270 3.0
28.48 0.34 230658000 -0.120 1.000 67.805 270 3.0
28.52 0.32 232304000 -0.320 9.000 67.487 260 3.0
28.56 0.33 231481000 -0.430 9.000 67.169 260 3.0
28.6 0.31 233127000 -0.400 9.000 66.852 260 4.0
28.64 0.31 233127000 -0.240 9.000 66.534 230 3.0
28.68 0.30 233950000 -0.200 9.000 66.216 260 3.0
28.72 0.30 233950000 -0.060 9.000 65.899 260 3.0
28.76 0.30 233950000 0.110 9.000 65.581 260 3.0
28.8 0.30 233950000 0.260 1.000 65.263 230 4.0
28.84 0.30 233950000 0.360 1.000 64.946 220 5.0
28.88 0.30 233950000 0.340 1.000 64.628 220 5.0
28.92 0.30 233950000 0.240 1.000 64.310 230 6.0
28.96 0.29 235232000 0.110 9.000 63.993 230 7.0
29 0.29 235232000 -0.070 9.000 63.675 230 7.0
29.04 0.27 237796000 -0.290 9.000 63.357 240 7.0
29.08 0.28 236514000 -0.390 1.000 63.040 250 7.0
29.12 0.27 237796000 -0.290 1.000 62.722 260 9.0
29.16 0.28 236514000 -0.240 1.000 62.404 270 8.0
29.2 0.27 237796000 -0.180 1.000 62.087 280 8.0
29.24 0.27 237796000 0.040 9.000 61.769 280 10.0
29.28 0.27 237796000 0.220 9.000 61.794 280 8.0
29.32 0.24 241642000 0.470 1.000 61.820 280 10.0
29.36 0.25 240360000 0.420 1.000 61.845 290 9.0
29.4 0.25 240360000 0.350 1.000 61.870 280 9.0
29.44 0.27 237796000 0.250 1.000 61.895 290 8.0
29.48 0.25 240360000 0.040 9.000 61.921 290 9.0
29.52 0.25 240360000 -0.190 9.000 61.946 300 9.0
29.56 0.25 240360000 -0.310 9.000 61.971 290 9.0
29.6 0.24 241642000 -0.200 9.000 61.997 300 9.0
29.64 0.23 242924000 -0.080 9.000 62.022 300 10.0
29.68 0.24 241642000 -0.070 9.000 62.047 300 9.0
29.72 0.24 241642000 0.060 9.000 62.072 300 9.0
29.76 0.24 241642000 0.210 9.000 62.098 290 8.0
29.8 0.24 241642000 0.390 1.000 62.123 310 10.0
29.84 0.24 241642000 0.480 1.000 62.148 310 9.0
29.88 0.23 242924000 0.410 1.000 62.174 320 7.0
29.92 0.24 241642000 0.260 1.000 62.199 320 7.0
29.96 0.26 239078000 0.070 9.000 62.224 310 7.0
30 0.24 241642000 -0.200 9.000 62.250 330 9.0
30.04 0.23 242924000 -0.420 9.000 62.275 320 6.0
30.08 0.24 241642000 -0.440 9.000 62.300 320 8.0
30.12 0.20 246770000 -0.310 9.000 62.325 310 7.0
30.16 0.21 245488000 -0.240 9.000 62.351 320 7.0
30.2 0.23 242924000 -0.220 9.000 62.376 330 7.0
30.24 0.23 242924000 -0.050 9.000 62.396 320 8.0
30.28 0.22 244206000 0.130 9.000 62.417 330 6.0
30.32 0.22 244206000 0.270 9.000 62.437 330 4.0
30.36 0.23 242924000 0.250 9.000 62.457 340 4.0
30.4 0.23 242924000 0.150 9.000 62.477 320 5.0
30.44 0.24 241642000 0.020 9.000 62.498 320 6.0
30.48 0.23 242924000 -0.140 9.000 62.518 320 7.0
30.52 0.22 244206000 -0.370 9.000 62.538 320 7.0
30.56 0.20 246770000 -0.440 9.000 62.559 330 6.0
30.6 0.19 248007500 -0.300 9.000 62.579 330 7.0
30.64 0.19 248007500 -0.170 9.000 62.599 320 6.0
30.68 0.20 246770000 -0.130 9.000 62.619 320 6.0
30.72 0.21 245488000 0.020 9.000 62.640 320 5.0
30.76 0.20 246770000 0.210 9.000 62.660 310 6.0
30.8 0.22 244206000 0.400 9.000 62.680 310 8.0
30.84 0.22 244206000 0.430 9.000 62.701 300 8.0
30.88 0.21 245488000 0.380 9.000 62.721 300 8.0
30.92 0.19 248007500 0.270 9.000 62.741 310 9.0
30.96 0.19 248007500 0.070 9.000 62.762 310 9.0
31 0.21 245488000 -0.270 1.000 62.782 310 8.0
31.04 0.20 246770000 -0.530 1.000 62.802 300 8.0
31.08 0.21 245488000 -0.440 1.000 62.822 300 7.0
31.12 0.20 246770000 -0.300 1.000 62.843 290 7.0
31.16 0.22 244206000 -0.200 1.000 62.863 280 7.0
31.2 0.22 244206000 -0.170 1.000 63.278 290 8.0
31.24 0.21 245488000 0.050 1.000 63.692 280 6.0
31.28 0.19 248007500 0.180 1.000 64.107 270 6.0
31.32 0.20 246770000 0.390 1.000 64.521 270 7.0
31.36 0.23 242924000 0.260 1.000 64.936 240 7.0
31.4 0.23 242924000 0.220 1.000 65.351 240 8.0
31.44 0.20 246770000 0.130 9.000 65.765 230 7.0
31.48 0.22 244206000 -0.050 9.000 66.180 250 8.0
31.52 0.20 246770000 -0.290 9.000 66.594 260 8.0
31.56 0.20 246770000 -0.260 9.000 67.009 260 7.0
31.6 0.20 246770000 -0.090 9.000 67.423 270 8.0
31.64 0.19 248007500 -0.090 9.000 67.838 270 8.0
31.68 0.19 248007500 0.010 9.000 68.253 270 7.0
31.72 0.20 246770000 0.260 9.000 68.667 290 8.0
31.76 0.20 246770000 0.490 9.000 69.082 280 7.0
31.8 0.20 246770000 0.580 1.000 69.496 270 6.0
31.84 0.20 246770000 0.560 1.000 69.911 280 7.0
31.88 0.20 246770000 0.470 1.000 70.326 290 7.0
31.92 0.22 244206000 0.370 1.000 70.740 290 8.0
31.96 0.21 245488000 0.150 1.000 71.155 300 7.0
32 0.22 244206000 -0.140 1.000 71.569 300 4.0
32.04 0.23 242924000 -0.250 1.000 71.984 260 4.0
32.08 0.23 242924000 -0.140 1.000 72.398 260 5.0
32.12 0.24 241642000 -0.090 1.000 72.813 260 4.0
32.16 0.23 242924000 -0.050 1.000 72.890 220 4.0
32.2 0.23 242924000 0.030 1.000 72.966 220 5.0
32.24 0.23 242924000 0.200 1.000 73.043 230 6.0
32.28 0.24 241642000 0.470 1.000 73.120 250 7.0
32.32 0.23 242924000 0.460 1.000 73.197 240 8.0
32.36 0.22 244206000 0.470 1.000 73.273 240 9.0
32.4 0.21 245488000 0.360 1.000 73.350 250 9.0
32.44 0.23 242924000 0.190 1.000 73.427 240 9.0
32.48 0.22 244206000 0.000 9.000 73.504 250 11.0
32.52 0.20 246770000 -0.150 9.000 73.580 260 11.0
32.56 0.21 245488000 -0.020 9.000 73.657 260 11.0
32.6 0.20 246770000 0.110 9.000 73.734 260 11.0
32.64 0.20 246770000 0.190 9.000 73.811 250 9.0
32.68 0.22 244206000 0.330 9.000 73.887 260 11.0
32.72 0.21 245488000 0.550 9.000 73.964 250 10.0
32.76 0.22 244206000 0.790 1.000 74.041 250 11.0
32.8 0.20 246770000 0.890 1.000 74.118 260 14.0
32.84 0.20 246770000 0.840 1.000 74.195 250 13.0
32.88 0.17 250482500 0.900 1.000 74.271 260 16.0
32.92 0.17 250482500 0.760 1.000 74.348 250 13.0
32.96 0.15 252957500 0.600 1.000 74.425 250 15.0
33 0.16 251720000 0.490 1.000 74.502 250 16.0
33.04 0.14 254195000 0.670 1.000 74.578 260 19.0
33.08 0.11 257907500 0.870 1.000 74.655 260 21.0
33.12 0.12 256670000 0.960 1.000 74.507 280 15.0
33.16 0.03 267807500 1.050 1.000 74.358 280 20.0
33.2 0.23 242924000 1.170 0.000 74.210 280 15.0
33.24 0.13 255432500 1.210 0.000 74.062 270 16.0
33.28 0.22 244206000 1.340 0.000 73.914 250 19.0
33.32 0.14 254195000 1.350 0.000 73.765 270 19.0
33.36 0.01 270282500 1.280 0.000 73.617 270 20.0
33.4 0.07 262857500 1.700 0.000 73.469 270 16.0
33.44 0.00 271520000 1.430 0.000 73.320 260 21.0
33.48 0.09 260382500 1.190 0.000 73.172 270 22.0
33.52 0.08 261620000 1.180 0.000 73.024 280 19.0
33.56 0.02 269045000 1.400 0.000 72.876 280 19.0
33.6 0.02 269045000 1.500 0.000 72.727 290 20.0
33.64 0.09 260382500 1.390 0.000 72.579 280 20.0
33.68 0.12 256670000 1.650 0.000 72.431 290 16.0
33.72 0.05 265332500 1.770 0.000 72.282 290 16.0
33.76 0.20 246770000 1.880 0.000 72.134 290 15.0
33.8 0.17 250482500 1.880 0.000 71.986 310 20.0
33.84 0.18 249245000 1.820 0.000 71.837 300 18.0
33.88 0.14 254195000 2.020 0.000 71.689 300 19.0
33.92 0.07 262857500 1.860 0.000 71.541 300 20.0
33.96 0.03 267807500 1.490 0.000 71.393 300 21.0
34 0.06 264095000 1.400 0.000 71.244 300 20.0
34.04 0.06 264095000 1.530 0.000 71.096 300 21.0
34.08 0.00 271520000 1.460 0.000 71.451 300 19.0
34.12 -0.03 271668800 1.490 0.000 71.807 300 21.0
34.16 0.05 265332500 1.420 0.000 72.162 300 17.0
34.2 0.08 261620000 1.530 0.000 72.517 310 19.0
34.24 0.08 261620000 1.600 0.000 72.872 310 17.0
34.28 0.12 256670000 1.410 0.000 73.228 310 18.0
34.32 0.07 262857500 1.570 0.000 73.583 300 19.0
34.36 0.08 261620000 1.500 0.000 73.938 300 20.0
34.4 0.15 252957500 1.280 0.000 74.294 300 21.0
34.44 0.12 256670000 1.120 0.000 74.649 300 19.0
34.48 0.11 257907500 0.900 0.000 75.004 310 18.0
34.52 0.12 256670000 0.950 0.000 75.359 310 18.0
34.56 0.15 252957500 1.000 0.000 75.715 310 17.0
34.6 0.16 251720000 1.020 0.000 76.070 310 14.0
34.64 0.18 249245000 0.950 0.000 76.425 320 13.0
34.68 0.23 242924000 1.000 0.000 76.781 310 14.0
34.72 0.25 240360000 0.960 0.000 77.136 310 14.0
34.76 0.23 242924000 1.000 0.000 77.491 320 13.0
34.8 0.22 244206000 1.020 0.000 77.847 310 16.0
34.84 0.23 242924000 0.930 0.000 78.202 310 14.0
34.88 0.24 241642000 0.730 0.000 78.557 300 14.0
34.92 0.24 241642000 0.530 0.000 78.912 310 14.0
34.96 0.23 242924000 0.280 0.000 79.268 320 12.0
35 0.26 239078000 0.220 0.000 79.623 320 10.0
35.04 0.28 236514000 0.300 0.000 79.318 320 11.0
35.08 0.26 239078000 0.370 0.000 79.013 320 9.0
35.12 0.30 233950000 0.280 0.000 78.708 330 5.0
35.16 0.31 233127000 0.370 0.000 78.404 320 5.0
35.2 0.34 230658000 0.440 0.000 78.099 310 7.0
35.24 0.32 232304000 0.620 0.000 77.794 280 4.0
35.28 0.34 230658000 0.650 0.000 77.489 290 6.0
35.32 0.33 231481000 0.610 0.000 77.184 280 5.0
35.36 0.35 229835000 0.500 0.000 76.879 330 3.0
35.4 0.35 229835000 0.320 9.000 76.574 300 1.0
35.44 0.31 233127000 0.040 9.000 76.269 260 4.0
35.48 0.32 232304000 -0.090 9.000 75.965 260 4.0
35.52 0.33 231481000 0.010 9.000 75.660 300 1.0
35.56 0.33 231481000 0.160 9.000 75.355 280 5.0
35.6 0.33 231481000 0.170 9.000 75.050 310 5.0
35.64 0.31 233127000 0.220 9.000 74.745 290 6.0
35.68 0.33 231481000 0.360 1.000 74.440 320 7.0
35.72 0.30 233950000 0.570 1.000 74.135 20 3.0
35.76 0.33 231481000 0.660 1.000 73.830 290 1.0
35.8 0.33 231481000 0.670 1.000 73.525 10 2.0
35.84 0.33 231481000 0.570 1.000 73.221 190 1.0
35.88 0.33 231481000 0.370 1.000 72.916 230 2.0
35.92 0.33 231481000 0.180 1.000 72.611 270 1.0
35.96 0.33 231481000 -0.010 9.000 72.306 300 2.0
36 0.31 233127000 0.020 9.000 72.169 330 4.0
36.04 0.32 232304000 0.220 9.000 72.032 350 4.0
36.08 0.30 233950000 0.250 9.000 71.896 350 4.0
36.12 0.31 233127000 0.360 1.000 71.759 350 5.0
36.16 0.31 233127000 0.550 1.000 71.622 350 5.0
36.2 0.32 232304000 0.740 1.000 71.485 340 5.0
36.24 0.31 233127000 0.790 1.000 71.348 350 6.0
36.28 0.30 233950000 0.920 1.000 71.211 350 6.0
36.32 0.32 232304000 0.850 1.000 71.075 340 6.0
36.36 0.32 232304000 0.750 1.000 70.938 340 5.0
36.4 0.31 233127000 0.580 1.000 70.801 350 5.0
36.44 0.31 233127000 0.410 1.000 70.664 350 5.0
36.48 0.33 231481000 0.320 9.000 70.527 360 4.0
36.52 0.31 233127000 0.430 1.000 70.390 30 2.0
36.56 0.33 231481000 0.540 1.000 70.254 90 1.0
36.6 0.33 231481000 0.630 1.000 70.117 140 3.0
36.64 0.33 231481000 0.680 1.000 69.980 80 2.0
36.68 0.34 230658000 0.740 1.000 69.843 160 3.0
36.72 0.34 230658000 0.920 1.000 69.706 250 5.0
36.76 0.34 230658000 0.910 1.000 69.569 240 4.0
36.8 0.34 230658000 0.900 1.000 69.433 220 2.0
36.84 0.33 231481000 0.770 1.000 69.296 170 2.0
